filename,true,condition,b,c,e,rule_branch,pred_passthrough,prob_passthrough,ptrue_passthrough,pred_gamma,prob_gamma,ptrue_gamma,pred_clahe,prob_clahe,ptrue_clahe,pred_stretch,prob_stretch,ptrue_stretch
data\gtsrb\GTSRB\Training\00019\00001_00008.ppm,19,noisy,0.410312,0.213541,0.356916,passthrough,19,0.413089,0.413089,25,0.159032,0.143333,19,0.583351,0.583351,19,0.521663,0.521663
data\gtsrb\GTSRB\Training\00019\00001_00008.ppm,19,mixed,0.121734,0.162715,0.194754,passthrough,19,0.450067,0.450067,19,0.440153,0.440153,19,0.751791,0.751791,19,0.399504,0.399504
data\gtsrb\GTSRB\Training\00019\00002_00023.ppm,19,clean,0.332393,0.34062,0.164727,passthrough,19,0.840729,0.840729,19,0.70444,0.70444,19,0.815028,0.815028,19,0.838572,0.838572
data\gtsrb\GTSRB\Training\00019\00002_00023.ppm,19,lowlight,0.076152,0.29031,0.068279,gamma,19,0.538871,0.538871,19,0.806666,0.806666,19,0.506551,0.506551,19,0.298717,0.298717
data\gtsrb\GTSRB\Training\00019\00002_00023.ppm,19,foggy,0.569708,0.186928,0.085885,passthrough,19,0.598989,0.598989,25,0.213053,0.114685,19,0.447438,0.447438,19,0.647171,0.647171
data\gtsrb\GTSRB\Training\00019\00002_00023.ppm,19,lowcontrast,0.328504,0.102362,0.02572,clahe,19,0.726794,0.726794,19,0.256456,0.256456,19,0.357104,0.357104,19,0.854915,0.854915
data\gtsrb\GTSRB\Training\00019\00002_00023.ppm,19,noisy,0.329271,0.364987,0.358696,passthrough,19,0.707564,0.707564,19,0.450941,0.450941,19,0.652652,0.652652,19,0.652408,0.652408
data\gtsrb\GTSRB\Training\00019\00002_00023.ppm,19,mixed,0.327111,0.175787,0.258573,passthrough,19,0.548101,0.548101,25,0.454956,0.094558,19,0.434623,0.434623,19,0.490874,0.490874
data\gtsrb\GTSRB\Training\00019\00004_00023.ppm,19,clean,0.030371,0.020869,0.0,gamma,19,0.8393,0.8393,24,0.303802,0.08163,24,0.298275,0.124776,19,0.652923,0.652923
data\gtsrb\GTSRB\Training\00019\00004_00023.ppm,19,lowlight,0.0,0.0,0.0,gamma,19,0.652923,0.652923,19,0.652923,0.652923,20,0.292819,0.043237,19,0.652923,0.652923
data\gtsrb\GTSRB\Training\00019\00004_00023.ppm,19,foggy,0.403773,0.011121,0.0,clahe,31,0.147057,0.065025,31,0.334266,0.050224,13,0.105117,0.034783,13,0.113049,0.070675
data\gtsrb\GTSRB\Training\00019\00004_00023.ppm,19,lowcontrast,0.029064,0.006324,0.0,gamma,19,0.698749,0.698749,20,0.538983,0.019218,8,0.094738,0.092624,19,0.652923,0.652923
data\gtsrb\GTSRB\Training\00019\00004_00023.ppm,19,noisy,0.055143,0.089045,0.164883,gamma,13,0.121254,0.024178,13,0.114331,0.028084,13,0.15822,0.08774,23,0.1961,0.147896
data\gtsrb\GTSRB\Training\00019\00004_00023.ppm,19,mixed,0.042746,0.06365,0.008826,gamma,24,0.160234,0.012115,13,0.145004,0.02472,40,0.206462,0.075022,19,0.787212,0.787212
data\gtsrb\GTSRB\Training\00019\00002_00001.ppm,19,clean,0.225129,0.207672,0.2331,passthrough,19,0.848466,0.848466,19,0.744835,0.744835,19,0.754746,0.754746,19,0.790946,0.790946
data\gtsrb\GTSRB\Training\00019\00002_00001.ppm,19,lowlight,0.019745,0.070188,0.068182,gamma,19,0.727665,0.727665,19,0.804847,0.804847,19,0.307649,0.307649,19,0.810188,0.810188
data\gtsrb\GTSRB\Training\00019\00002_00001.ppm,19,foggy,0.510819,0.113942,0.148601,passthrough,19,0.511252,0.511252,11,0.252397,0.103586,19,0.708725,0.708725,19,0.68875,0.68875
data\gtsrb\GTSRB\Training\00019\00002_00001.ppm,19,lowcontrast,0.220168,0.062451,0.0,clahe,19,0.405569,0.405569,19,0.314779,0.314779,19,0.756936,0.756936,19,0.635345,0.635345
data\gtsrb\GTSRB\Training\00019\00002_00001.ppm,19,noisy,0.225209,0.243049,0.374126,passthrough,19,0.541916,0.541916,19,0.665354,0.665354,19,0.390947,0.390947,19,0.358836,0.358836
data\gtsrb\GTSRB\Training\00019\00002_00001.ppm,19,mixed,0.307292,0.070938,0.064685,clahe,19,0.727612,0.727612,19,0.225061,0.225061,19,0.601923,0.601923,19,0.694691,0.694691
data\gtsrb\GTSRB\Training\00019\00002_00019.ppm,19,clean,0.328803,0.339346,0.194026,passthrough,19,0.914318,0.914318,19,0.920425,0.920425,19,0.783489,0.783489,19,0.902018,0.902018
data\gtsrb\GTSRB\Training\00019\00002_00019.ppm,19,lowlight,0.073581,0.259457,0.094543,gamma,19,0.771449,0.771449,19,0.877881,0.877881,19,0.522623,0.522623,19,0.416501,0.416501
data\gtsrb\GTSRB\Training\00019\00002_00019.ppm,19,foggy,0.567754,0.186266,0.133393,passthrough,19,0.882684,0.882684,19,0.266115,0.266115,19,0.787149,0.787149,19,0.884209,0.884209
data\gtsrb\GTSRB\Training\00019\00002_00019.ppm,19,lowcontrast,0.323427,0.101968,0.079497,clahe,19,0.848403,0.848403,19,0.377828,0.377828,19,0.788805,0.788805,19,0.936107,0.936107
data\gtsrb\GTSRB\Training\00019\00002_00019.ppm,19,noisy,0.328069,0.361742,0.357063,passthrough,19,0.812256,0.812256,19,0.826999,0.826999,19,0.67798,0.67798,19,0.77129,0.77129
data\gtsrb\GTSRB\Training\00019\00002_00019.ppm,19,mixed,0.142939,0.165376,0.106221,passthrough,19,0.864585,0.864585,19,0.940702,0.940702,19,0.759197,0.759197,19,0.772318,0.772318
data\gtsrb\GTSRB\Training\00019\00004_00027.ppm,19,clean,0.027196,0.021618,0.0,gamma,19,0.875421,0.875421,24,0.334969,0.105931,19,0.283581,0.283581,19,0.652923,0.652923
data\gtsrb\GTSRB\Training\00019\00004_00027.ppm,19,lowlight,0.0,0.0,0.0,gamma,19,0.652923,0.652923,19,0.652923,0.652923,19,0.229802,0.229802,19,0.652923,0.652923
data\gtsrb\GTSRB\Training\00019\00004_00027.ppm,19,foggy,0.402336,0.011561,0.0,clahe,31,0.128841,0.067648,31,0.328105,0.050211,11,0.10245,0.070767,13,0.1498,0.073563
data\gtsrb\GTSRB\Training\00019\00004_00027.ppm,19,lowcontrast,0.025599,0.00754,0.0,gamma,19,0.78222,0.78222,20,0.466184,0.023343,19,0.16647,0.16647,19,0.652923,0.652923
data\gtsrb\GTSRB\Training\00019\00004_00027.ppm,19,noisy,0.053194,0.088047,0.138462,gamma,23,0.108888,0.02979,40,0.120244,0.045944,40,0.183861,0.089049,23,0.259344,0.182533
data\gtsrb\GTSRB\Training\00019\00004_00027.ppm,19,mixed,0.023419,0.046726,0.0,gamma,23,0.178962,0.026476,13,0.147048,0.016951,8,0.10475,0.012419,19,0.702071,0.702071
data\gtsrb\GTSRB\Training\00019\00000_00019.ppm,19,clean,0.432851,0.643217,0.186905,passthrough,19,0.942352,0.942352,19,0.955614,0.955614,19,0.93705,0.93705,19,0.947134,0.947134
data\gtsrb\GTSRB\Training\00019\00000_00019.ppm,19,lowlight,0.249431,0.729321,0.145346,passthrough,19,0.812178,0.812178,19,0.939079,0.939079,19,0.89159,0.89159,19,0.748852,0.748852
data\gtsrb\GTSRB\Training\00019\00000_00019.ppm,19,foggy,0.625006,0.353672,0.164069,passthrough,19,0.933444,0.933444,19,0.38578,0.38578,19,0.943372,0.943372,19,0.945194,0.945194
data\gtsrb\GTSRB\Training\00019\00000_00019.ppm,19,lowcontrast,0.428344,0.193966,0.136797,passthrough,19,0.845129,0.845129,19,0.200263,0.200263,19,0.924533,0.924533,19,0.925135,0.925135
data\gtsrb\GTSRB\Training\00019\00000_00019.ppm,19,noisy,0.425503,0.629282,0.313528,passthrough,19,0.887206,0.887206,19,0.916564,0.916564,19,0.852789,0.852789,19,0.897332,0.897332
data\gtsrb\GTSRB\Training\00019\00000_00019.ppm,19,mixed,0.470649,0.489499,0.151732,passthrough,19,0.898942,0.898942,19,0.91105,0.91105,19,0.942969,0.942969,19,0.913177,0.913177
data\gtsrb\GTSRB\Training\00019\00003_00004.ppm,19,clean,0.195027,0.17735,0.122689,passthrough,19,0.959405,0.959405,19,0.954126,0.954126,19,0.515539,0.515539,19,0.954594,0.954594
data\gtsrb\GTSRB\Training\00019\00003_00004.ppm,19,lowlight,0.012565,0.063741,0.042857,gamma,19,0.907731,0.907731,19,0.947472,0.947472,23,0.203168,0.114125,19,0.822091,0.822091
data\gtsrb\GTSRB\Training\00019\00003_00004.ppm,19,foggy,0.494322,0.097316,0.055462,clahe,19,0.818745,0.818745,19,0.255847,0.255847,19,0.224864,0.224864,19,0.906005,0.906005
data\gtsrb\GTSRB\Training\00019\00003_00004.ppm,19,lowcontrast,0.191181,0.053485,0.046218,clahe,19,0.533206,0.533206,19,0.546194,0.546194,19,0.264927,0.264927,19,0.95684,0.95684
data\gtsrb\GTSRB\Training\00019\00003_00004.ppm,19,noisy,0.19566,0.219193,0.382353,passthrough,19,0.490337,0.490337,19,0.297608,0.297608,19,0.301258,0.301258,19,0.427417,0.427417
data\gtsrb\GTSRB\Training\00019\00003_00004.ppm,19,mixed,0.028436,0.051387,0.042017,gamma,19,0.879007,0.879007,19,0.835459,0.835459,23,0.18337,0.078847,19,0.826554,0.826554
data\gtsrb\GTSRB\Training\00020\00000_00018.ppm,20,clean,0.183669,0.072934,0.012889,clahe,20,0.959357,0.959357,25,0.316796,0.277609,24,0.161786,0.104065,20,0.643006,0.643006
data\gtsrb\GTSRB\Training\00020\00000_00018.ppm,20,lowlight,0.005068,0.0245,0.003556,gamma,19,0.799488,0.006372,20,0.304967,0.304967,20,0.302215,0.302215,19,0.646563,0.023736
data\gtsrb\GTSRB\Training\00020\00000_00018.ppm,20,foggy,0.487949,0.039978,0.005333,clahe,32,0.192683,0.019497,31,0.173749,0.011641,24,0.170622,0.146443,25,0.17862,0.076805
data\gtsrb\GTSRB\Training\00020\00000_00018.ppm,20,lowcontrast,0.183306,0.022207,0.004889,clahe,20,0.784631,0.784631,32,0.15966,0.013113,20,0.30954,0.30954,23,0.431797,0.045579
data\gtsrb\GTSRB\Training\00020\00000_00018.ppm,20,noisy,0.183857,0.146049,0.362667,passthrough,40,0.139337,0.058431,40,0.240307,0.080022,20,0.213062,0.213062,23,0.122035,0.048748
data\gtsrb\GTSRB\Training\00020\00000_00018.ppm,20,mixed,0.180399,0.108179,0.274222,passthrough,40,0.124652,0.034077,24,0.27694,0.024576,20,0.241608,0.241608,23,0.093463,0.013381
data\gtsrb\GTSRB\Training\00020\00005_00014.ppm,20,clean,0.188063,0.258003,0.113514,passthrough,20,0.9442,0.9442,20,0.760034,0.760034,20,0.703773,0.703773,20,0.867015,0.867015
data\gtsrb\GTSRB\Training\00020\00005_00014.ppm,20,lowlight,0.020652,0.125055,0.045946,gamma,20,0.809879,0.809879,20,0.864606,0.864606,20,0.616354,0.616354,20,0.231615,0.231615
data\gtsrb\GTSRB\Training\00020\00005_00014.ppm,20,foggy,0.490424,0.14171,0.112838,passthrough,20,0.519464,0.519464,25,0.193712,0.160504,20,0.713645,0.713645,20,0.671273,0.671273
data\gtsrb\GTSRB\Training\00020\00005_00014.ppm,20,lowcontrast,0.184436,0.077807,0.048649,clahe,20,0.929036,0.929036,20,0.270564,0.270564,20,0.522661,0.522661,20,0.853757,0.853757
data\gtsrb\GTSRB\Training\00020\00005_00014.ppm,20,noisy,0.19208,0.287332,0.358784,passthrough,20,0.521551,0.521551,20,0.657498,0.657498,20,0.632905,0.632905,20,0.260817,0.260817
data\gtsrb\GTSRB\Training\00020\00005_00014.ppm,20,mixed,0.252451,0.117935,0.048649,passthrough,20,0.925471,0.925471,20,0.330903,0.330903,20,0.701394,0.701394,20,0.960483,0.960483
data\gtsrb\GTSRB\Training\00020\00003_00015.ppm,20,clean,0.427729,0.373758,0.134454,passthrough,20,0.936055,0.936055,20,0.943836,0.943836,20,0.569374,0.569374,20,0.628353,0.628353
data\gtsrb\GTSRB\Training\00020\00003_00015.ppm,20,lowlight,0.119174,0.174905,0.064426,gamma,13,0.156047,0.01838,20,0.602978,0.602978,30,0.288499,0.026262,13,0.16071,0.013363
data\gtsrb\GTSRB\Training\00020\00003_00015.ppm,20,foggy,0.621993,0.205154,0.066827,stretch,20,0.756077,0.756077,25,0.195037,0.12887,20,0.850807,0.850807,20,0.893156,0.893156
data\gtsrb\GTSRB\Training\00020\00003_00015.ppm,20,lowcontrast,0.435288,0.112279,0.054422,stretch,20,0.463302,0.463302,12,0.101383,0.047022,20,0.764192,0.764192,20,0.903816,0.903816
data\gtsrb\GTSRB\Training\00020\00003_00015.ppm,20,noisy,0.429726,0.387431,0.332533,passthrough,40,0.145984,0.095127,20,0.13491,0.13491,40,0.234546,0.164402,40,0.268037,0.040608
data\gtsrb\GTSRB\Training\00020\00003_00015.ppm,20,mixed,0.190999,0.247423,0.07443,passthrough,30,0.207976,0.023597,20,0.161321,0.161321,40,0.556726,0.092416,13,0.169946,0.00731
data\gtsrb\GTSRB\Training\00020\00004_00011.ppm,20,clean,0.069518,0.033499,0.0,gamma,20,0.913464,0.913464,20,0.498286,0.498286,13,0.142985,0.070245,19,0.795739,0.008938
data\gtsrb\GTSRB\Training\00020\00004_00011.ppm,20,lowlight,0.0,0.0,0.0,gamma,19,0.691054,0.019918,19,0.79809,0.007679,20,0.537939,0.537939,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00004_00011.ppm,20,foggy,0.425425,0.018718,0.0,clahe,12,0.151022,0.01788,31,0.309561,0.005262,25,0.334782,0.056559,12,0.139545,0.062641
data\gtsrb\GTSRB\Training\00020\00004_00011.ppm,20,lowcontrast,0.070735,0.010132,0.0,gamma,20,0.678161,0.678161,20,0.31479,0.31479,20,0.361311,0.361311,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00004_00011.ppm,20,noisy,0.081388,0.107026,0.256349,gamma,40,0.163199,0.032791,40,0.404274,0.030186,2,0.243992,0.124532,23,0.120578,0.020222
data\gtsrb\GTSRB\Training\00020\00004_00011.ppm,20,mixed,0.070159,0.060742,0.0,gamma,8,0.148423,0.034697,40,0.302566,0.056764,40,0.346102,0.246327,19,0.807624,0.005056
data\gtsrb\GTSRB\Training\00020\00006_00001.ppm,20,clean,0.162172,0.158807,0.161866,passthrough,20,0.753696,0.753696,20,0.47512,0.47512,11,0.226727,0.182073,20,0.765,0.765
data\gtsrb\GTSRB\Training\00020\00006_00001.ppm,20,lowlight,0.00695,0.035476,0.0,gamma,19,0.300927,0.166506,20,0.613286,0.613286,20,0.300303,0.300303,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00006_00001.ppm,20,foggy,0.476167,0.08733,0.069959,clahe,32,0.2162,0.155588,32,0.136667,0.034034,20,0.211833,0.211833,20,0.42014,0.42014
data\gtsrb\GTSRB\Training\00020\00006_00001.ppm,20,lowcontrast,0.158267,0.048091,0.0,clahe,20,0.690911,0.690911,32,0.272838,0.062729,28,0.137367,0.072013,20,0.400647,0.400647
data\gtsrb\GTSRB\Training\00020\00006_00001.ppm,20,noisy,0.164835,0.194995,0.374486,passthrough,20,0.151697,0.151697,20,0.199721,0.199721,20,0.299054,0.299054,20,0.100188,0.100188
data\gtsrb\GTSRB\Training\00020\00006_00001.ppm,20,mixed,0.1554,0.102196,0.203018,clahe,23,0.211819,0.072009,24,0.256543,0.049608,19,0.156152,0.139406,23,0.22737,0.031299
data\gtsrb\GTSRB\Training\00020\00006_00006.ppm,20,clean,0.184226,0.203669,0.14238,passthrough,20,0.936129,0.936129,20,0.589089,0.589089,20,0.443561,0.443561,20,0.909008,0.909008
data\gtsrb\GTSRB\Training\00020\00006_00006.ppm,20,lowlight,0.012602,0.054255,0.054505,gamma,20,0.390337,0.390337,20,0.907385,0.907385,20,0.266089,0.266089,19,0.748949,0.014253
data\gtsrb\GTSRB\Training\00020\00006_00006.ppm,20,foggy,0.488237,0.112027,0.107898,passthrough,31,0.215519,0.202147,11,0.28625,0.041774,20,0.282205,0.282205,20,0.41098,0.41098
data\gtsrb\GTSRB\Training\00020\00006_00006.ppm,20,lowcontrast,0.180349,0.061522,0.0,clahe,20,0.850749,0.850749,31,0.179562,0.069032,28,0.192805,0.142411,20,0.768464,0.768464
data\gtsrb\GTSRB\Training\00020\00006_00006.ppm,20,noisy,0.185055,0.230168,0.371524,passthrough,20,0.324258,0.324258,20,0.187301,0.187301,20,0.379815,0.379815,20,0.224711,0.224711
data\gtsrb\GTSRB\Training\00020\00006_00006.ppm,20,mixed,0.27683,0.086434,0.103448,clahe,20,0.859508,0.859508,31,0.215722,0.135769,20,0.156326,0.156326,20,0.953732,0.953732
data\gtsrb\GTSRB\Training\00020\00000_00020.ppm,20,clean,0.177954,0.069935,0.010504,clahe,20,0.921261,0.921261,20,0.32395,0.32395,23,0.257787,0.158639,20,0.462149,0.462149
data\gtsrb\GTSRB\Training\00020\00000_00020.ppm,20,lowlight,0.003854,0.023626,0.0007,gamma,19,0.832569,0.004456,20,0.299053,0.299053,20,0.394106,0.394106,19,0.651591,0.023831
data\gtsrb\GTSRB\Training\00020\00000_00020.ppm,20,foggy,0.485026,0.038297,0.004902,clahe,32,0.202958,0.024883,31,0.156403,0.012038,25,0.146125,0.127096,25,0.231346,0.093628
data\gtsrb\GTSRB\Training\00020\00000_00020.ppm,20,lowcontrast,0.177628,0.021279,0.00105,clahe,20,0.843203,0.843203,32,0.185555,0.019012,20,0.645643,0.645643,23,0.384508,0.027381
data\gtsrb\GTSRB\Training\00020\00000_00020.ppm,20,noisy,0.178341,0.143552,0.362045,passthrough,24,0.117057,0.040551,24,0.204537,0.053328,20,0.310649,0.310649,7,0.14669,0.021911
data\gtsrb\GTSRB\Training\00020\00000_00020.ppm,20,mixed,0.031033,0.054886,0.005602,gamma,5,0.136202,0.008518,13,0.130313,0.050211,40,0.191236,0.132221,19,0.683023,0.019547
data\gtsrb\GTSRB\Training\00020\00005_00028.ppm,20,clean,0.214366,0.334471,0.108824,passthrough,20,0.920088,0.920088,20,0.82269,0.82269,20,0.694441,0.694441,20,0.88875,0.88875
data\gtsrb\GTSRB\Training\00020\00005_00028.ppm,20,lowlight,0.036849,0.16836,0.042157,gamma,20,0.897149,0.897149,20,0.882592,0.882592,20,0.378308,0.378308,20,0.382166,0.382166
data\gtsrb\GTSRB\Training\00020\00005_00028.ppm,20,foggy,0.504767,0.183858,0.090686,passthrough,20,0.55296,0.55296,20,0.372317,0.372317,20,0.612627,0.612627,20,0.717448,0.717448
data\gtsrb\GTSRB\Training\00020\00005_00028.ppm,20,lowcontrast,0.210568,0.100565,0.012255,clahe,20,0.772095,0.772095,20,0.329582,0.329582,20,0.314124,0.314124,20,0.884756,0.884756
data\gtsrb\GTSRB\Training\00020\00005_00028.ppm,20,noisy,0.217824,0.349342,0.344853,passthrough,20,0.688972,0.688972,20,0.607059,0.607059,20,0.368947,0.368947,20,0.57855,0.57855
data\gtsrb\GTSRB\Training\00020\00005_00028.ppm,20,mixed,0.325512,0.138555,0.042892,passthrough,20,0.731455,0.731455,20,0.476223,0.476223,20,0.547522,0.547522,20,0.918417,0.918417
data\gtsrb\GTSRB\Training\00020\00001_00026.ppm,20,clean,0.113484,0.180917,0.068449,gamma,20,0.985552,0.985552,20,0.898401,0.898401,20,0.766192,0.766192,20,0.903624,0.903624
data\gtsrb\GTSRB\Training\00020\00001_00026.ppm,20,lowlight,0.005448,0.028075,0.0,gamma,19,0.555721,0.067635,20,0.947366,0.947366,20,0.745731,0.745731,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00001_00026.ppm,20,foggy,0.449533,0.099387,0.039439,clahe,31,0.478252,0.074528,31,0.161748,0.033922,20,0.588596,0.588596,31,0.335283,0.271127
data\gtsrb\GTSRB\Training\00020\00001_00026.ppm,20,lowcontrast,0.110535,0.05457,0.0,gamma,20,0.884704,0.884704,31,0.200328,0.179959,20,0.809528,0.809528,19,0.735638,0.024483
data\gtsrb\GTSRB\Training\00020\00001_00026.ppm,20,noisy,0.124336,0.202085,0.30704,passthrough,20,0.384037,0.384037,20,0.324175,0.324175,20,0.27666,0.27666,23,0.250368,0.094172
data\gtsrb\GTSRB\Training\00020\00001_00026.ppm,20,mixed,0.00913,0.024112,0.0,gamma,19,0.546976,0.064259,20,0.971423,0.971423,20,0.742301,0.742301,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00003_00018.ppm,20,clean,0.436688,0.397443,0.116634,passthrough,20,0.909692,0.909692,20,0.885684,0.885684,20,0.479704,0.479704,20,0.547143,0.547143
data\gtsrb\GTSRB\Training\00020\00003_00018.ppm,20,lowlight,0.13076,0.197708,0.05783,passthrough,13,0.164797,0.013968,20,0.634624,0.634624,30,0.232068,0.022495,13,0.17628,0.016732
data\gtsrb\GTSRB\Training\00020\00003_00018.ppm,20,foggy,0.626972,0.218191,0.063678,stretch,20,0.70001,0.70001,20,0.198481,0.198481,20,0.608597,0.608597,20,0.813301,0.813301
data\gtsrb\GTSRB\Training\00020\00003_00018.ppm,20,lowcontrast,0.444199,0.119475,0.0,stretch,20,0.48699,0.48699,11,0.098441,0.060993,20,0.45128,0.45128,20,0.86904,0.86904
data\gtsrb\GTSRB\Training\00020\00003_00018.ppm,20,noisy,0.438045,0.412334,0.328785,passthrough,20,0.145496,0.145496,20,0.147773,0.147773,20,0.238399,0.238399,40,0.123953,0.054568
data\gtsrb\GTSRB\Training\00020\00003_00018.ppm,20,mixed,0.225848,0.290384,0.209877,passthrough,40,0.130713,0.040822,13,0.090244,0.085394,40,0.57352,0.073428,13,0.178973,0.011713
data\gtsrb\GTSRB\Training\00020\00003_00004.ppm,20,clean,0.418938,0.320238,0.145804,passthrough,20,0.929609,0.929609,20,0.946316,0.946316,20,0.415587,0.415587,20,0.603539,0.603539
data\gtsrb\GTSRB\Training\00020\00003_00004.ppm,20,lowlight,0.102309,0.135971,0.066856,gamma,13,0.175272,0.027894,20,0.612999,0.612999,40,0.531168,0.019428,13,0.119992,0.01192
data\gtsrb\GTSRB\Training\00020\00003_00004.ppm,20,foggy,0.617125,0.1758,0.078947,passthrough,20,0.667566,0.667566,25,0.186442,0.060427,20,0.676808,0.676808,20,0.874971,0.874971
data\gtsrb\GTSRB\Training\00020\00003_00004.ppm,20,lowcontrast,0.426386,0.096355,0.069701,clahe,20,0.351784,0.351784,12,0.153953,0.029623,20,0.565961,0.565961,20,0.832222,0.832222
data\gtsrb\GTSRB\Training\00020\00003_00004.ppm,20,noisy,0.420461,0.345422,0.345661,passthrough,40,0.335284,0.17354,20,0.204519,0.204519,40,0.311613,0.171703,40,0.491975,0.097099
data\gtsrb\GTSRB\Training\00020\00003_00004.ppm,20,mixed,0.42144,0.171074,0.245377,passthrough,25,0.291536,0.089468,25,0.570364,0.032125,20,0.314389,0.314389,40,0.551141,0.046237
data\gtsrb\GTSRB\Training\00020\00006_00027.ppm,20,clean,0.250353,0.293355,0.119219,passthrough,20,0.861766,0.861766,20,0.751612,0.751612,20,0.738714,0.738714,20,0.656211,0.656211
data\gtsrb\GTSRB\Training\00020\00006_00027.ppm,20,lowlight,0.037998,0.157583,0.039075,gamma,20,0.93435,0.93435,20,0.753882,0.753882,20,0.720865,0.720865,20,0.261204,0.261204
data\gtsrb\GTSRB\Training\00020\00006_00027.ppm,20,foggy,0.524701,0.161124,0.079545,passthrough,20,0.45772,0.45772,11,0.380852,0.116835,20,0.700093,0.700093,20,0.678068,0.678068
data\gtsrb\GTSRB\Training\00020\00006_00027.ppm,20,lowcontrast,0.245355,0.088324,0.010766,clahe,20,0.833228,0.833228,25,0.194463,0.183443,20,0.686429,0.686429,20,0.907676,0.907676
data\gtsrb\GTSRB\Training\00020\00006_00027.ppm,20,noisy,0.249626,0.318043,0.339115,passthrough,20,0.482167,0.482167,20,0.477537,0.477537,20,0.427532,0.427532,20,0.360795,0.360795
data\gtsrb\GTSRB\Training\00020\00006_00027.ppm,20,mixed,0.434643,0.22455,0.278309,passthrough,20,0.800733,0.800733,20,0.427138,0.427138,20,0.700572,0.700572,20,0.713903,0.713903
data\gtsrb\GTSRB\Training\00020\00001_00021.ppm,20,clean,0.12141,0.209923,0.07754,passthrough,20,0.968599,0.968599,20,0.919598,0.919598,20,0.831987,0.831987,20,0.823308,0.823308
data\gtsrb\GTSRB\Training\00020\00001_00021.ppm,20,lowlight,0.008308,0.043176,0.0,gamma,19,0.359902,0.167681,20,0.868531,0.868531,20,0.774859,0.774859,19,0.761054,0.015672
data\gtsrb\GTSRB\Training\00020\00001_00021.ppm,20,foggy,0.453887,0.115289,0.051693,stretch,31,0.392498,0.086328,31,0.152098,0.042653,20,0.675767,0.675767,20,0.387788,0.387788
data\gtsrb\GTSRB\Training\00020\00001_00021.ppm,20,lowcontrast,0.11851,0.063119,0.0,gamma,20,0.886067,0.886067,31,0.213207,0.157616,20,0.633955,0.633955,19,0.518862,0.098575
data\gtsrb\GTSRB\Training\00020\00001_00021.ppm,20,noisy,0.131231,0.227838,0.292335,passthrough,20,0.187288,0.187288,20,0.334317,0.334317,20,0.306778,0.306778,23,0.141539,0.069559
data\gtsrb\GTSRB\Training\00020\00001_00021.ppm,20,mixed,0.308899,0.049797,0.0,clahe,20,0.177842,0.177842,31,0.244198,0.016316,20,0.545015,0.545015,20,0.778327,0.778327
data\gtsrb\GTSRB\Training\00020\00003_00027.ppm,20,clean,0.516767,0.536909,0.066947,stretch,20,0.946243,0.946243,20,0.874224,0.874224,20,0.863218,0.863218,20,0.63898,0.63898
data\gtsrb\GTSRB\Training\00020\00003_00027.ppm,20,lowlight,0.244333,0.429819,0.035474,passthrough,13,0.109589,0.025548,20,0.773197,0.773197,23,0.232684,0.081775,35,0.201353,0.011326
data\gtsrb\GTSRB\Training\00020\00003_00027.ppm,20,foggy,0.670963,0.294699,0.033158,stretch,20,0.543765,0.543765,25,0.169172,0.109348,20,0.227225,0.227225,20,0.742403,0.742403
data\gtsrb\GTSRB\Training\00020\00003_00027.ppm,20,lowcontrast,0.524731,0.161182,0.0,stretch,20,0.255828,0.255828,12,0.113772,0.0332,20,0.240758,0.240758,20,0.687398,0.687398
data\gtsrb\GTSRB\Training\00020\00003_00027.ppm,20,noisy,0.51542,0.547775,0.341474,passthrough,23,0.206091,0.149355,23,0.20078,0.162946,24,0.118774,0.101764,23,0.149,0.079817
data\gtsrb\GTSRB\Training\00020\00003_00027.ppm,20,mixed,0.36075,0.519221,0.055895,passthrough,23,0.21108,0.14515,20,0.290639,0.290639,20,0.191568,0.191568,23,0.13851,0.034628
data\gtsrb\GTSRB\Training\00020\00004_00029.ppm,20,clean,0.061779,0.038182,0.0,gamma,20,0.904604,0.904604,20,0.874634,0.874634,20,0.705009,0.705009,19,0.741567,0.014394
data\gtsrb\GTSRB\Training\00020\00004_00029.ppm,20,lowlight,0.0,0.0,0.0,gamma,19,0.693237,0.019656,19,0.817446,0.0056,20,0.331616,0.331616,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00004_00029.ppm,20,foggy,0.42098,0.021281,0.0,clahe,31,0.157962,0.020496,31,0.321575,0.008297,25,0.164436,0.140169,13,0.118253,0.075889
data\gtsrb\GTSRB\Training\00020\00004_00029.ppm,20,lowcontrast,0.062529,0.011723,0.0,gamma,20,0.665695,0.665695,20,0.513703,0.513703,20,0.928705,0.928705,19,0.652923,0.025319
data\gtsrb\GTSRB\Training\00020\00004_00029.ppm,20,noisy,0.077139,0.106775,0.266647,gamma,13,0.092537,0.052173,40,0.150737,0.115857,40,0.223783,0.138606,23,0.15877,0.010408
data\gtsrb\GTSRB\Training\00020\00004_00029.ppm,20,mixed,0.019609,0.038648,0.0,gamma,23,0.197554,0.005292,13,0.181059,0.037554,24,0.137303,0.061588,19,0.671873,0.022778
