crop_id,img_id,split,true,left,top,right,bottom,cw,ch,b,c,e,pred_passthrough,prob_passthrough,pred_gamma,prob_gamma,pred_clahe,prob_clahe,pred_stretch,prob_stretch
00260_410,260,calib,0,720,266,784,330,76,76,0.68684,0.651265,0.155644,0,0.879263,0,0.89763,0,0.869101,0,0.769831
00261_411,261,calib,35,1150,250,1208,311,70,73,0.252389,0.239053,0.139335,35,0.787526,35,0.832751,35,0.359528,35,0.691578
00262_412,262,calib,36,894,282,953,341,71,71,0.429684,0.497106,0.170799,36,0.834192,36,0.819954,36,0.41388,36,0.597122
00262_413,262,calib,12,1042,37,1146,139,124,122,0.640288,0.444153,0.138617,12,0.964199,12,0.975085,12,0.927978,12,0.980277
00263_414,263,calib,2,646,417,666,437,30,30,0.743917,0.523842,0.263333,2,0.974372,2,0.95825,2,0.949605,2,0.958014
00264_415,264,calib,4,964,412,988,435,34,33,0.39186,0.382355,0.215686,4,0.928974,4,0.942095,4,0.294194,4,0.957512
00264_416,264,calib,9,965,435,988,458,33,33,0.388185,0.293694,0.22865,9,0.466246,9,0.438209,2,0.340385,9,0.487882
00264_417,264,calib,9,509,466,531,488,32,32,0.309095,0.267685,0.162109,9,0.757326,9,0.452673,2,0.199667,9,0.620759
00265_418,265,calib,24,800,426,831,456,41,40,0.398161,0.441615,0.314024,24,0.927758,24,0.946161,24,0.78635,24,0.679408
00265_419,265,calib,18,783,446,804,464,31,28,0.325007,0.248778,0.261521,18,0.880409,18,0.94191,18,0.282743,18,0.754183
00265_420,265,calib,1,805,458,827,480,32,32,0.461045,0.389806,0.361328,1,0.691039,1,0.921426,0,0.30092,1,0.424352
00266_421,266,calib,18,242,450,293,501,61,61,0.216422,0.28302,0.169041,18,0.857429,18,0.881262,18,0.532428,18,0.642147
00267_422,267,calib,36,834,380,856,402,32,32,0.230744,0.236093,0.24707,36,0.803216,36,0.858635,40,0.246859,36,0.385898
00267_423,267,calib,12,859,387,886,414,37,37,0.300222,0.392172,0.205259,12,0.93928,12,0.994064,12,0.797567,12,0.834154
00268_424,268,calib,2,891,396,917,422,36,36,0.445897,0.348238,0.217593,2,0.937384,2,0.906983,2,0.838628,2,0.941553
00269_425,269,calib,9,966,430,990,454,34,34,0.350967,0.352587,0.152249,9,0.203987,0,0.314016,2,0.154638,9,0.162426
00270_426,270,calib,41,1238,331,1291,385,63,64,0.117505,0.170713,0.079861,41,0.827075,32,0.398619,41,0.290197,6,0.551118
00270_427,270,calib,2,243,335,293,386,60,61,0.355037,0.579021,0.187978,2,0.929153,2,0.885615,2,0.898461,2,0.784454
00270_428,270,calib,2,1237,279,1291,332,64,63,0.100174,0.158493,0.15749,2,0.82957,2,0.913621,2,0.721948,2,0.308586
00271_429,271,calib,2,259,369,297,408,48,49,0.239938,0.344227,0.289116,2,0.900442,2,0.878326,2,0.897006,2,0.424544
00271_430,271,calib,2,1090,341,1130,381,50,50,0.247812,0.346666,0.2896,2,0.972633,2,0.937467,2,0.950213,2,0.901685
00272_431,272,calib,18,1223,315,1297,385,88,84,0.27978,0.468444,0.168561,18,0.774495,18,0.889943,18,0.493217,18,0.484523
00272_432,272,calib,18,310,398,377,461,81,75,0.473104,0.351537,0.188477,18,0.576233,18,0.711078,18,0.259439,18,0.348662
00273_433,273,calib,29,1080,286,1145,343,77,69,0.21325,0.259233,0.208545,29,0.821439,29,0.763411,29,0.442235,29,0.426165
00274_434,274,calib,0,975,395,1011,430,46,45,0.324526,0.327623,0.233333,0,0.585077,0,0.829194,0,0.679704,0,0.442786
00275_435,275,calib,33,1196,342,1237,384,51,52,0.232514,0.222317,0.167421,33,0.96546,33,0.9917,33,0.834401,33,0.444446
00275_436,275,calib,33,206,410,238,445,42,45,0.348675,0.389259,0.24709,33,0.970853,33,0.991854,33,0.93904,33,0.744194
00276_437,276,calib,29,798,346,845,388,57,52,0.361049,0.536352,0.254723,29,0.797423,29,0.675105,29,0.409233,29,0.673459
00276_438,276,calib,38,109,464,153,517,54,63,0.27538,0.238624,0.194004,38,0.87935,38,0.813385,38,0.659017,38,0.867988
00277_439,277,calib,16,1048,399,1071,422,33,33,0.142883,0.141722,0.138659,16,0.868808,16,0.708478,16,0.5366,16,0.540868
00278_440,278,calib,40,922,389,951,419,39,40,0.356443,0.332993,0.225,40,0.957635,40,0.974308,40,0.85868,40,0.71016
00278_441,278,calib,13,915,354,955,390,50,46,0.440068,0.386255,0.267826,13,0.764881,13,0.931141,23,0.399643,13,0.463466
00279_442,279,calib,38,617,484,673,540,68,68,0.387733,0.491109,0.139273,38,0.864564,38,0.849548,38,0.74955,38,0.856894
00280_443,280,calib,2,1054,392,1083,422,39,40,0.191895,0.234889,0.174359,2,0.925547,2,0.921864,2,0.908727,2,0.832195
00280_444,280,calib,12,1131,357,1182,408,61,61,0.245256,0.406439,0.081967,12,0.977148,12,0.998589,12,0.942559,12,0.880764
00281_445,281,calib,31,982,363,1016,393,44,40,0.370628,0.337084,0.211364,31,0.890733,31,0.947195,31,0.439325,31,0.802309
00281_446,281,calib,2,984,392,1017,425,43,43,0.418632,0.444909,0.266631,2,0.936914,2,0.964421,2,0.901914,2,0.910897
00282_447,282,calib,29,869,414,901,444,42,40,0.198546,0.164368,0.202381,29,0.262584,24,0.445524,23,0.112748,23,0.15005
00283_448,283,calib,4,1177,114,1284,219,129,125,0.226886,0.315903,0.188775,4,0.777197,4,0.859337,4,0.60116,4,0.669825
00284_449,284,calib,12,980,269,1059,347,95,94,0.574106,0.609337,0.185218,12,0.944036,12,0.997421,12,0.92764,12,0.870364
00284_450,284,calib,2,993,347,1051,404,70,69,0.453331,0.594541,0.16646,2,0.92483,2,0.949208,2,0.928517,2,0.921495
00285_451,285,calib,14,1091,304,1146,359,67,67,0.283245,0.295772,0.203609,14,0.621493,14,0.811007,14,0.370807,14,0.373851
00286_452,286,calib,14,1015,360,1044,389,39,39,0.22823,0.214691,0.211703,14,0.924898,14,0.856189,14,0.440509,14,0.734889
00287_453,287,calib,2,1113,370,1154,411,51,51,0.703731,0.646853,0.153018,2,0.975336,2,0.961795,2,0.926156,2,0.963653
00288_454,288,calib,5,413,456,436,479,33,33,0.125634,0.13828,0.121212,5,0.868067,5,0.727599,5,0.371259,5,0.59502
00288_455,288,calib,5,983,438,1006,462,33,34,0.146293,0.105702,0.146168,5,0.803625,5,0.673051,2,0.265807,5,0.328253
00289_456,289,calib,6,285,401,326,444,51,53,0.136736,0.139645,0.116907,6,0.969584,6,0.599045,6,0.460199,6,0.564479
00289_457,289,calib,6,1282,379,1326,424,54,55,0.143005,0.115675,0.152525,6,0.824619,6,0.373371,6,0.145587,6,0.237479
00290_458,290,calib,5,1294,391,1326,428,42,47,0.205302,0.179147,0.20618,5,0.622286,5,0.641619,5,0.357282,5,0.65967
00291_459,291,calib,3,1129,384,1165,422,46,48,0.169103,0.107495,0.173007,3,0.946429,3,0.945243,3,0.413878,3,0.834912
00292_460,292,calib,8,982,422,1011,451,39,39,0.211685,0.203039,0.195266,8,0.826619,8,0.810837,8,0.4076,8,0.768995
00292_461,292,calib,8,315,447,345,476,40,39,0.276413,0.272334,0.187821,8,0.759423,8,0.634481,8,0.202581,8,0.698491
00293_462,293,calib,7,28,410,70,456,52,56,0.197845,0.225216,0.20467,7,0.95785,7,0.976355,7,0.74138,7,0.872387
00293_463,293,calib,7,1143,365,1193,415,60,60,0.216965,0.234144,0.190833,7,0.922423,7,0.948398,7,0.590079,7,0.872045
00294_464,294,calib,22,101,405,153,453,62,58,0.622332,0.487168,0.155451,22,0.970224,22,0.964157,22,0.84131,22,0.962334
00294_465,294,calib,22,1173,326,1231,381,70,67,0.271831,0.37588,0.145416,22,0.944762,22,0.86528,22,0.87506,22,0.957803
00295_466,295,calib,6,1227,364,1272,411,55,57,0.234517,0.300642,0.134609,6,0.831511,6,0.477393,6,0.277438,6,0.333569
00295_467,295,calib,6,98,417,142,463,54,56,0.297812,0.285215,0.194444,6,0.896587,6,0.553541,6,0.415978,6,0.518492
00296_468,296,calib,7,460,409,492,442,42,43,0.234656,0.274168,0.230897,7,0.891608,7,0.937027,7,0.3965,7,0.727009
00296_469,296,calib,7,1237,385,1269,417,42,42,0.115455,0.143863,0.167234,7,0.913016,7,0.918927,7,0.655286,7,0.893422
00297_470,297,calib,26,1015,444,1042,468,37,34,0.166863,0.191589,0.155803,26,0.832525,26,0.518053,18,0.228717,26,0.779552
00297_471,297,calib,26,593,443,620,466,37,33,0.286043,0.344995,0.247338,26,0.734937,18,0.527304,18,0.223133,26,0.770667
00298_472,298,calib,22,1220,168,1327,264,129,116,0.409306,0.618998,0.108327,22,0.903036,22,0.888152,22,0.910978,22,0.84628
00298_473,298,calib,2,1238,256,1314,331,92,91,0.535802,0.60092,0.147516,2,0.740666,2,0.816419,2,0.75134,2,0.62961
00298_474,298,calib,11,69,445,107,475,48,40,0.356485,0.378985,0.20625,11,0.942094,11,0.922816,11,0.847609,11,0.901954
00299_475,299,calib,42,1245,247,1304,306,71,71,0.754699,0.513689,0.143226,42,0.305326,11,0.305264,42,0.147127,42,0.320696
00300_476,300,calib,25,680,430,710,458,40,38,0.193228,0.191222,0.1625,25,0.912087,25,0.948496,25,0.514929,25,0.859883
00300_477,300,calib,2,779,420,801,443,32,33,0.126898,0.168616,0.173295,2,0.865053,2,0.909921,2,0.665441,2,0.422219
00301_478,301,calib,22,1062,260,1131,324,83,76,0.175662,0.173684,0.179138,22,0.769589,22,0.720245,22,0.381685,22,0.538623
00301_479,301,calib,2,1075,318,1125,368,60,60,0.146753,0.128501,0.168056,2,0.768254,2,0.780815,2,0.795079,2,0.260087
00302_480,302,calib,42,1123,333,1163,373,50,50,0.168157,0.171683,0.1064,42,0.853633,41,0.192605,42,0.263968,42,0.505958
00303_481,303,calib,2,1186,385,1215,414,39,39,0.24958,0.255391,0.274819,2,0.925093,2,0.912589,2,0.875167,2,0.886963
00304_482,304,calib,35,504,385,553,434,59,59,0.374958,0.363118,0.244757,35,0.825977,35,0.857624,35,0.509479,35,0.78013
00305_483,305,calib,11,765,368,827,422,74,64,0.276228,0.346229,0.156039,11,0.284773,11,0.773409,11,0.22204,11,0.320496
00305_484,305,calib,18,549,348,597,393,58,55,0.300771,0.410598,0.226019,18,0.755482,18,0.916206,18,0.416633,18,0.525072
00306_485,306,calib,20,1047,420,1084,455,47,45,0.303272,0.310404,0.260993,20,0.770151,20,0.815731,20,0.60586,20,0.673087
00306_486,306,calib,20,353,471,389,505,46,44,0.239995,0.346176,0.141798,20,0.913871,20,0.856354,20,0.456852,20,0.864489
00307_487,307,calib,17,457,474,488,505,41,41,0.184801,0.120237,0.101725,17,0.9511,17,0.952924,17,0.392643,17,0.804609
00307_488,307,calib,17,795,454,827,487,42,43,0.222489,0.25971,0.165559,17,0.95533,17,0.97447,17,0.791199,17,0.870183
00307_489,307,calib,22,892,417,934,457,52,50,0.178757,0.195196,0.151538,22,0.924023,22,0.874061,22,0.698117,22,0.885611
00307_490,307,calib,38,829,453,862,486,43,43,0.185096,0.137235,0.155219,38,0.911942,38,0.911184,40,0.447509,38,0.701049
00309_491,309,calib,7,180,388,220,431,50,53,0.599722,0.727857,0.182642,7,0.932673,7,0.944754,7,0.650567,7,0.806807
00309_492,309,calib,7,1159,353,1203,398,54,55,0.099601,0.083579,0.072391,7,0.944977,7,0.94029,7,0.668685,7,0.60788
00310_493,310,calib,42,285,426,317,459,42,43,0.206925,0.185702,0.176633,42,0.785539,41,0.192051,42,0.128252,42,0.670144
00310_494,310,calib,42,1150,390,1188,427,48,47,0.150445,0.148907,0.105053,42,0.953587,32,0.308767,42,0.716298,42,0.802748
00311_495,311,calib,8,616,424,650,458,44,44,0.482977,0.714578,0.1875,8,0.773061,8,0.527571,8,0.507744,8,0.738835
00311_496,311,calib,8,1295,391,1329,425,44,44,0.090141,0.10181,0.176653,8,0.92578,8,0.789657,8,0.678422,8,0.386065
00312_497,312,calib,5,122,267,225,379,123,134,0.316747,0.727423,0.084759,5,0.693516,5,0.785913,5,0.352,3,0.201666
00312_498,312,calib,22,1226,411,1249,433,33,32,0.107015,0.096391,0.113636,22,0.750156,22,0.606704,22,0.351966,19,0.488817
00312_499,312,calib,22,677,434,699,453,32,29,0.525579,0.757618,0.163793,22,0.797374,22,0.710305,22,0.588814,22,0.52371
00313_500,313,calib,6,369,414,424,470,67,68,0.145635,0.154823,0.109306,6,0.810608,6,0.41719,6,0.233806,6,0.41596
00314_501,314,calib,5,1213,398,1247,434,44,46,0.080937,0.062023,0.0,5,0.884175,5,0.64522,5,0.763135,19,0.70796
00314_502,314,calib,5,396,451,429,485,43,44,0.121697,0.129563,0.115751,5,0.942894,5,0.935039,5,0.562108,5,0.653898
00315_503,315,calib,6,1267,373,1310,419,53,56,0.113953,0.111468,0.100404,6,0.949745,6,0.230285,6,0.495418,23,0.275653
00315_504,315,calib,6,172,414,213,462,51,58,0.183148,0.154243,0.207911,6,0.892334,6,0.331909,6,0.180229,23,0.363483
00316_505,316,calib,20,693,413,719,437,36,34,0.81781,0.559906,0.18219,20,0.822065,20,0.817706,20,0.783766,20,0.640535
00316_506,316,calib,3,696,436,719,458,33,32,0.596531,0.5572,0.331439,3,0.89106,3,0.899834,3,0.626622,3,0.783749
00316_507,316,calib,20,994,395,1022,420,38,35,0.244258,0.18375,0.221053,20,0.50138,20,0.454061,20,0.491773,20,0.325279
00316_508,316,calib,3,995,421,1020,445,35,34,0.261002,0.246186,0.222689,3,0.933799,3,0.906853,33,0.199971,3,0.851868
00317_509,317,calib,32,1122,378,1166,421,54,53,0.315092,0.298267,0.243885,32,0.633855,32,0.66089,6,0.090174,32,0.366742
00318_510,318,calib,15,631,451,657,477,36,36,0.446342,0.266632,0.20679,15,0.92674,15,0.827317,4,0.205714,15,0.863421
00318_511,318,calib,38,779,481,800,502,31,31,0.201649,0.160637,0.140479,38,0.906959,38,0.840439,38,0.273676,38,0.855228
00319_512,319,calib,3,1201,403,1248,450,57,57,0.362324,0.452966,0.173284,3,0.670399,3,0.632737,3,0.392313,3,0.581959
00319_513,319,calib,3,569,436,612,481,53,55,0.240593,0.369522,0.184906,3,0.776855,3,0.852856,3,0.527096,3,0.700844
00320_514,320,calib,32,175,438,202,466,37,38,0.27275,0.147587,0.160028,32,0.961923,32,0.90603,6,0.29476,32,0.420789
00320_515,320,calib,32,921,403,951,434,40,41,0.196471,0.194364,0.09878,32,0.949148,32,0.966437,32,0.317095,32,0.583161
00322_516,322,calib,5,1166,327,1209,370,53,53,0.278042,0.259289,0.244927,5,0.640208,5,0.435845,5,0.351587,5,0.627464
00322_517,322,calib,5,338,406,381,449,53,53,0.415506,0.406217,0.192595,5,0.822012,5,0.754187,5,0.507728,5,0.775938
00323_518,323,calib,10,398,437,425,464,37,37,0.331595,0.373373,0.173119,10,0.964635,10,0.964587,10,0.82986,10,0.864646
00323_519,323,calib,10,854,438,881,466,37,38,0.25508,0.263654,0.146515,10,0.963889,10,0.898284,10,0.600509,10,0.925138
00330_520,330,calib,2,1050,313,1116,381,80,82,0.728544,0.257613,0.217683,2,0.899013,2,0.589718,2,0.970583,2,0.938647
00333_521,333,calib,14,116,414,176,477,72,75,0.814739,0.382541,0.111296,14,0.862098,25,0.255793,14,0.540503,14,0.807028
00333_522,333,calib,14,753,387,808,445,67,70,0.750628,0.375204,0.223881,14,0.789058,25,0.53423,14,0.552967,14,0.647462
00334_523,334,calib,15,323,452,369,498,56,56,0.230769,0.272823,0.130102,15,0.910776,15,0.842756,2,0.136752,15,0.90807
00334_524,334,calib,2,760,435,797,472,47,47,0.207018,0.214558,0.192395,2,0.945922,2,0.930578,2,0.7495,2,0.859051
00337_525,337,calib,12,901,408,932,438,41,40,0.257989,0.246532,0.22622,12,0.941045,12,0.997683,12,0.524669,12,0.739828
00338_526,338,calib,26,504,397,538,427,44,40,0.505873,0.481123,0.242614,26,0.66324,26,0.229865,26,0.635806,26,0.703252
00338_527,338,calib,2,505,425,536,453,41,38,0.518108,0.55292,0.233633,2,0.877762,2,0.712063,2,0.922867,2,0.537037
00338_528,338,calib,26,998,397,1031,426,43,39,0.426235,0.515428,0.220036,26,0.47391,18,0.173013,26,0.521625,26,0.209208
00338_529,338,calib,2,1000,426,1029,453,39,37,0.501512,0.520645,0.266112,2,0.837888,2,0.6293,2,0.767461,2,0.662392
00339_530,339,calib,1,627,442,660,476,43,44,0.139431,0.0571,0.0,1,0.792709,1,0.894493,1,0.566096,19,0.817392
00339_531,339,calib,12,969,414,1021,463,62,59,0.58392,0.785441,0.095681,12,0.575003,12,0.835807,12,0.682111,32,0.106357
00340_532,340,calib,14,827,543,851,567,34,34,0.097693,0.067865,0.0,14,0.566881,14,0.508629,14,0.158376,19,0.828888
00340_533,340,calib,33,827,521,852,546,35,35,0.088567,0.061335,0.042449,33,0.912612,33,0.96165,33,0.410833,19,0.74308
00340_534,340,calib,14,827,543,851,567,34,34,0.097693,0.067865,0.0,14,0.566881,14,0.508629,14,0.158376,19,0.828888
00341_535,341,calib,13,923,465,997,533,88,82,0.134366,0.182251,0.129019,13,0.852706,13,0.908203,13,0.306988,13,0.650544
00343_536,343,calib,15,802,531,829,558,37,37,0.080076,0.10524,0.04748,15,0.950703,15,0.721569,2,0.135624,33,0.209877
00343_537,343,calib,15,483,507,512,536,39,39,0.128509,0.26577,0.055227,15,0.929777,15,0.808453,3,0.145252,19,0.596607
00344_538,344,calib,12,799,413,879,494,96,97,0.275687,0.434403,0.101804,12,0.910417,12,0.970946,12,0.894814,12,0.893229
00346_539,346,calib,5,291,541,321,571,40,40,0.120686,0.175075,0.13625,5,0.898177,5,0.849948,5,0.154657,5,0.675378
00346_540,346,calib,5,883,542,911,570,38,38,0.216743,0.343854,0.177978,5,0.901201,5,0.90005,5,0.371787,5,0.734274
00347_541,347,calib,30,913,545,970,597,69,62,0.184558,0.220875,0.125993,30,0.791833,30,0.374911,20,0.163797,30,0.734012
00348_542,348,calib,5,952,524,990,562,48,48,0.226328,0.381985,0.15842,7,0.330384,7,0.239783,2,0.188749,7,0.19383
00349_543,349,calib,10,53,455,114,514,73,71,0.179981,0.245868,0.041289,10,0.949855,10,0.871689,10,0.349901,10,0.442461
00349_544,349,calib,10,1244,465,1312,534,82,83,0.091457,0.071104,0.0,10,0.945758,10,0.77519,10,0.57496,19,0.565285
00350_545,350,calib,10,475,543,508,576,43,43,0.120366,0.114014,0.078962,10,0.981878,10,0.920554,10,0.277587,10,0.77533
00350_546,350,calib,10,1092,542,1125,573,43,41,0.080275,0.086384,0.017016,10,0.95472,10,0.757606,10,0.474959,19,0.209526
00351_547,351,calib,5,511,533,538,560,37,37,0.398717,0.48527,0.173119,5,0.84611,5,0.819931,5,0.604432,3,0.218159
00352_548,352,calib,6,969,549,996,576,37,37,0.109125,0.131788,0.115413,6,0.837378,6,0.355763,6,0.392153,41,0.108718
00352_549,352,calib,6,528,553,555,580,37,37,0.140641,0.144701,0.137327,6,0.89673,6,0.375815,6,0.370663,6,0.205519
00353_550,353,calib,10,836,554,860,578,34,34,0.089324,0.118567,0.093426,10,0.966259,10,0.557723,10,0.139473,10,0.546069
00353_551,353,calib,10,456,559,477,581,31,32,0.110883,0.107906,0.121976,10,0.93474,10,0.684765,10,0.117384,10,0.195967
00355_552,355,calib,10,474,537,507,570,43,43,0.100888,0.080769,0.052461,10,0.972848,10,0.800472,3,0.150592,10,0.246154
00356_553,356,calib,30,946,520,1004,573,70,63,0.09932,0.092489,0.093424,30,0.679647,30,0.308132,30,0.211784,23,0.184313
00356_554,356,calib,30,249,499,310,555,73,68,0.180558,0.274457,0.045528,30,0.87837,30,0.375094,30,0.690258,19,0.114382
00357_555,357,calib,10,1095,524,1130,560,45,46,0.066057,0.054939,0.0,10,0.985863,10,0.869119,10,0.445124,19,0.801258
00357_556,357,calib,10,463,528,500,565,47,47,0.119563,0.111376,0.074242,10,0.957322,10,0.879603,10,0.187808,10,0.720964
00358_557,358,calib,8,316,490,374,549,70,71,0.063981,0.052862,0.0,8,0.490472,5,0.343468,3,0.201751,19,0.806511
00359_558,359,calib,8,879,559,903,583,34,34,0.103884,0.110251,0.045848,8,0.831666,8,0.403736,40,0.26085,19,0.523598
00359_559,359,calib,8,467,560,492,585,35,35,0.16437,0.243913,0.049796,8,0.935219,8,0.717379,8,0.411548,8,0.235371
00360_560,360,calib,8,1032,484,1076,528,54,54,0.067861,0.040642,0.0,8,0.808953,8,0.656225,8,0.219312,19,0.806928
00360_561,360,calib,8,253,502,296,545,53,53,0.116412,0.089331,0.08188,8,0.683201,7,0.267295,1,0.107108,23,0.173664
00362_562,362,calib,30,252,470,370,574,142,124,0.191676,0.306178,0.04958,30,0.718594,30,0.460461,30,0.283427,19,0.129333
00363_563,363,calib,8,407,483,450,526,53,53,0.220781,0.376862,0.056248,8,0.92868,8,0.8669,8,0.322682,7,0.221808
00363_564,363,calib,10,409,525,453,568,54,53,0.08364,0.077238,0.0,10,0.910905,10,0.669982,10,0.261693,19,0.329172
00366_565,366,calib,8,517,530,540,553,33,33,0.145901,0.149864,0.090909,8,0.887137,8,0.328497,8,0.229052,8,0.651948
00366_566,366,calib,10,518,553,541,576,33,33,0.163766,0.144567,0.083563,10,0.955162,10,0.769146,10,0.310949,10,0.885654
00366_567,366,calib,8,988,550,1014,573,36,33,0.104364,0.115197,0.061448,8,0.615782,5,0.282601,8,0.449469,5,0.243294
00366_568,366,calib,10,988,574,1015,597,37,33,0.100002,0.121456,0.081081,10,0.841816,10,0.381806,10,0.191414,10,0.405492
00367_569,367,calib,8,1028,501,1068,541,50,50,0.079241,0.059569,0.0088,8,0.900792,8,0.81353,8,0.331841,19,0.625826
00367_570,367,calib,10,1028,542,1071,583,53,51,0.086147,0.094252,0.025897,10,0.985235,10,0.939322,10,0.476622,19,0.207226
00367_571,367,calib,8,230,488,274,530,54,52,0.211994,0.275099,0.042023,8,0.902471,8,0.511764,8,0.249973,7,0.127773
00367_572,367,calib,10,235,533,276,573,51,50,0.108429,0.066214,0.0,10,0.962668,10,0.844827,10,0.348337,19,0.428181
00368_573,368,calib,8,382,460,431,510,59,60,0.27461,0.174866,0.120056,8,0.602785,1,0.232456,8,0.297718,8,0.691152
00368_574,368,calib,10,378,509,431,561,63,62,0.200619,0.187453,0.120072,10,0.930485,10,0.92203,10,0.513347,10,0.785727
00369_575,369,calib,8,521,544,542,564,31,30,0.289973,0.29818,0.172043,8,0.848775,8,0.227683,23,0.16186,8,0.881378
00369_576,369,calib,10,520,564,543,585,33,31,0.256198,0.358732,0.154448,10,0.973302,10,0.934794,10,0.45056,10,0.89724
00369_577,369,calib,8,874,532,895,551,31,29,0.193941,0.180328,0.162403,8,0.81946,8,0.33106,2,0.293931,8,0.789338
00369_578,369,calib,10,875,550,896,571,31,31,0.206093,0.245279,0.108221,10,0.841701,10,0.630255,2,0.267586,10,0.684587
00370_579,370,calib,8,880,536,904,559,34,33,0.186855,0.161616,0.113191,8,0.945609,8,0.500211,2,0.205215,8,0.956044
00370_580,370,calib,10,880,558,907,584,37,36,0.192793,0.232789,0.153904,10,0.941643,10,0.846918,2,0.122129,10,0.834322
00370_581,370,calib,8,440,531,467,554,37,33,0.226436,0.218167,0.131859,8,0.875366,8,0.241892,1,0.123563,8,0.774571
00370_582,370,calib,10,442,553,468,578,36,35,0.231569,0.234646,0.16746,10,0.919941,10,0.764978,10,0.216635,10,0.828396
00371_583,371,calib,5,316,521,372,577,68,68,0.132154,0.140416,0.086505,5,0.74206,5,0.444247,5,0.21536,5,0.457624
00372_584,372,calib,4,974,486,1017,529,53,53,0.105061,0.129115,0.140263,4,0.953643,4,0.973299,4,0.633182,4,0.52884
00373_585,373,calib,4,164,517,195,548,41,41,0.215663,0.202035,0.297442,4,0.957809,4,0.875442,4,0.288338,4,0.553174
00373_586,373,calib,4,819,511,853,545,44,44,0.13337,0.119525,0.207645,4,0.888695,4,0.909747,4,0.356642,4,0.576229
00374_587,374,calib,13,999,527,1031,560,42,43,0.081877,0.08684,0.051495,13,0.942724,13,0.931165,13,0.102261,13,0.352279
00374_588,374,calib,12,671,563,696,589,35,36,0.092256,0.107588,0.066667,12,0.963001,12,0.985746,12,0.760229,12,0.788916
00375_589,375,calib,13,1229,521,1255,545,36,34,0.121867,0.20018,0.094771,13,0.626484,13,0.888117,25,0.22188,19,0.45093
00376_590,376,calib,6,266,487,309,530,53,53,0.09911,0.066888,0.019224,6,0.929073,6,0.607109,6,0.476883,19,0.624946
00376_591,376,calib,6,989,510,1031,552,52,52,0.080366,0.062412,0.0,6,0.985612,6,0.510278,6,0.913942,19,0.672319
00377_592,377,calib,8,1133,504,1172,543,49,49,0.073308,0.07753,0.062474,8,0.848623,8,0.720307,8,0.376421,19,0.623996
00377_593,377,calib,8,239,490,278,531,49,51,0.108184,0.10977,0.128051,8,0.896299,8,0.623104,8,0.508359,19,0.188786
00377_594,377,calib,10,1133,543,1172,582,49,49,0.076302,0.08436,0.045398,10,0.979571,10,0.835586,10,0.200169,19,0.553163
00377_595,377,calib,10,236,532,277,573,51,51,0.119238,0.093317,0.038831,10,0.981585,10,0.930776,10,0.314302,19,0.342628
00378_596,378,calib,10,23,362,142,480,143,142,0.22626,0.365167,0.03137,10,0.936049,10,0.825437,10,0.331401,9,0.170081
00378_597,378,calib,8,22,242,145,362,147,144,0.265911,0.347212,0.028817,8,0.790712,8,0.559385,8,0.329897,5,0.118577
00379_598,379,calib,8,186,458,232,504,56,56,0.104652,0.075395,0.047513,8,0.938271,8,0.754687,8,0.194812,7,0.33796
00379_599,379,calib,10,1064,488,1112,536,58,58,0.106752,0.121961,0.089477,10,0.973579,10,0.871189,10,0.335992,10,0.78737
00379_600,379,calib,10,185,503,232,550,57,57,0.099664,0.088674,0.027085,10,0.977037,10,0.856337,10,0.334744,10,0.399743
00379_601,379,calib,8,1062,442,1109,489,57,57,0.095165,0.099499,0.058787,8,0.946157,8,0.778036,8,0.39546,7,0.237158
00380_602,380,calib,10,551,559,575,583,34,34,0.16416,0.273287,0.069204,10,0.863482,10,0.542426,10,0.186117,19,0.312879
00380_603,380,calib,10,953,564,976,587,33,33,0.087348,0.046526,0.0,10,0.988484,10,0.892632,10,0.340386,19,0.696674
00380_604,380,calib,8,952,540,975,563,33,33,0.081204,0.040102,0.0,8,0.849175,8,0.54973,8,0.513956,19,0.783112
00380_605,380,calib,8,551,535,575,559,34,34,0.33024,0.357719,0.092561,8,0.492192,5,0.305452,8,0.170017,3,0.222344
00382_606,382,calib,8,445,490,485,530,50,50,0.258257,0.352717,0.16,8,0.804187,8,0.355272,8,0.210052,7,0.272455
00382_607,382,calib,10,446,529,485,568,49,49,0.139027,0.128951,0.13536,10,0.909613,10,0.667145,2,0.142498,10,0.386932
00382_608,382,calib,8,1209,496,1248,535,49,49,0.072865,0.080245,0.063307,8,0.958909,8,0.922705,8,0.579394,19,0.31065
00382_609,382,calib,10,1211,533,1250,572,49,49,0.084916,0.101758,0.127863,10,0.926192,10,0.775052,2,0.114446,10,0.511661
00383_610,383,calib,30,527,546,561,575,44,39,0.310766,0.29148,0.171329,30,0.961261,30,0.753355,30,0.624946,30,0.762305
00383_611,383,calib,30,988,542,1021,571,43,39,0.135328,0.121726,0.119261,30,0.675828,30,0.199444,33,0.093082,30,0.483425
00384_612,384,calib,8,1199,416,1263,480,76,76,0.225072,0.276942,0.188885,8,0.601996,8,0.362694,8,0.207819,10,0.109477
00384_613,384,calib,10,1202,479,1267,544,77,77,0.163638,0.196775,0.15635,10,0.850998,10,0.72806,10,0.122634,10,0.619995
00385_614,385,calib,8,977,529,1016,568,49,49,0.098131,0.140016,0.174927,8,0.81775,8,0.778791,8,0.448482,8,0.448351
